ID,home_url_boliga,home_url_realtor,street_name_number,zip_code_town,Home_type,list_price_dkk,rooms,home_size_m2,built_year,lotsize_m2,expenses_dkk,description_of_home,floor,retrieved_on
home_id_11,https://www.boliga.dk/bolig/1714410/danasvej_39_2_tv_1910_frederiksberg_c,https://home.dk/boligkatalog/frederiksberg/1910/ejerlejligheder/danasvej_39_2_tv_1300000537.aspx,"Danasvej 39, 2. tv.,",1910 Frederiksberg C,Ejerlejlighed,4000000,3,57,1875,0,3681,"102 ETAGEMETER FREDERIKSBERG-LEJLIGHED I TO PLAN

                    SYDVENDT ALTAN & KØKKEN-ALRUM

                    Velkommen til en af Frederiksbergs mest attraktive gader, Danasvej. Her finder I denne skønne lejlighed, der på fineste vis kombinerer gammel charme med funktionel kvalitet. Hvis I drømmer om et unikt hjem midt i byen, så skal I læse videre.  Ejendommen, der går helt tilbage til 1875, tager imod jer med sin flotte, solgule facade og klassiske arkitektur. Lejligheden er gennemgribende moderniseret siden opførelsen – men med et yderst charmerende og originalt twist. Hele boligen domineres nemlig af rå træbjælker, der står godt til de hvide skråvægge og det elegante sildebensparketgulv.  I stueetagen smelter stue, spisestue og køkken sammen til et stort leverum. Køkkenet praler af pæne kvalitetselementer, og her er direkte udgang til en hyggelig, sydvendt altan med kig ned til det fælles gårdmiljø. Stuen har tidligere rummet et separat værelse, der nemt kan reetableres. Stueetagen byder desuden på et lækkert og moderniseret badeværelse med separat bruseniche.  En intern trappe midt i alrummet fører op til lejlighedens førstesal, der fungerer som en naturlig forlængelse af stueetagens nydelige rammer med mange fine indretningsmuligheder. Begge etager er kendetegnet ved et skønt lysindfald og mange sjælfulde detaljer. Planløsningen henvender sig især til parret eller singlen, som drømmer om et utraditionelt og eksklusivt hjem på én og samme tid.  Der er ikke noget at sige til, at området omkring Danasvej er drømmebeliggenheden for mange københavnere. Gaden løber fra Søerne og cirka 400 meter frem til nummer 39, der bliver jeres nye hjem. I får ikke blot Søerne som nærmeste nabo – I kan også glæde jer over et væld af caféer, barer og dagligvarebutikker i nærområdet, og Forum Metrostation venter efter bare syv minutter til fods. Med cyklen ved hånden er der heller ikke langt til resten af Københavns kvarterer.  Med base på Danasvej 39 er der ikke sparet på kvaliteten, charmen og de mange urbane fristelser.",2. sal,2020-10-15
home_id_12,https://www.boliga.dk/bolig/1714399/frederiksvej_42__1_th_2000_frederiksberg,https://danbolig.dk/bolig/frederiksberg/2000/ejerlejlighed/314sr-00001-314,"Frederiksvej 42  1. th.,",2000 Frederiksberg,Ejerlejlighed,4275000,4,80,1902,0,3445,"Dejlig, meget lys og velindrettet lejlighed med sydvendt altan med direkte udsigt til grønt! Lejligheden er tidligere en 4-værelses og ved at opdele stuen kan dette hurtig etableres igen. Lejligheden er beliggende på én af de hyggeligste og mest atmosfærefyldte adresser på Frederiksberg - en stille og blind vej, hvor der desuden er rig mulighed for gratis parkering. Her er gåafstand til bl.a. bus og metro, Frederiksberg Centret, CBS, Søndermarken, Zoologisk Have og diverse indkøbsmuligheder. Frederiksberg Have ligger forenden af vejen blot 300 meter fra lejligheden. Den populære integreret børneinstitution ""Børnehuset Frederiksvej"" samt Søndermarksskolen ligger desuden et stenkast væk.Lejligheden har en særdeles god planløsning - oplagt til den lille familie eller som delelejlighed. Du bydes velkommen i lejlighedens entré/fordelingsgang, hvor der er adgang til en stor og meget lys stue med plads til et spisebord og sofagruppe. Fra stuen er der adgang til den sydvendte altan, hvor begge døre kan åbnes, så solen stråler ind. Altanen er stor nok til at rumme både bord og stole og dermed rig mulighed for at nyde et glas rosévin. Stort soveværelse vendende mod gården med plads til skabe. Værelse med plads til seng eller kontor samt udsigt til grønt. Nydeligt og lyst Ikea-køkken fra 2017 med god skabsplads, gaskomfur, træbordplade samt gulv til loft hvide metrofliser. Superflot og nyt badeværelse fra 2013 med marmorklinker, hvid sanitet og stor bruseniche. Hele lejligheden fremstår i flot stand og står klar til indflytning.Meget smuk og klassisk rødstensejendom fra 1902. Ejendommen - som styres af en meget sund og solid ejerforening - er flot velholdt og har gode fællesfaciliteter såsom aflukket gårdmiljø, installeret fibernet, gratis vaskeri i kælderen og etableret omfangsdræn. Foreningen består kun af denne opgang og er velfungerende, og kører forenings økonomi efter den jyske model ""De køber/bruger ikke penge før de er der"". Til lejligheden er der brugsret til et stort loftrum samt et mindre opbevaringsrum på bagtrappen.En perle, der skal ses!Sælger tilbyder i øvrigt opsætning af skillevæg mellem stuerne.",1. sal,2020-10-15
home_id_13,https://www.boliga.dk/bolig/1714308/langelandsvej_6_3_th_2000_frederiksberg,https://www.nybolig.dk/ejerlejlighed/2000/langelandsvej/270124/jh2964,"Langelandsvej 6 3 th,",2000 Frederiksberg,Ejerlejlighed,4995000,4,92,1895,0,5042,"Åben og lys bolig med loft til kip, hems og køkken-alrum. Her er lejligheden, der kan danne rammerne om din fremtidige bolig i mange år frem. Vi er tæt på ALT, og med en fantastisk indretning med loft til kip og en åben planløsning, kan man ikke andet end at blive forelsket ved første blik.. Boligen er i god stand og helt indflytningsklar. Lejligheden fordeler sig på to gode soveværelser, samt en stor stue med hems, i delvis åben forbindelse med køkken-alrummet. Endvidere er der et godt stort badeværelse med ovenlysvindue som kan åbnes og lukkes pr. automatik.. Køkken-alrummet, som er åbent og lyst, kan virkelig danne ramme om en hyggelig aften med vennerne eller familien.. Se flere boliger fra din ejendomsmægler i Nybolig Jesper Hufeldt Frederiksberg. Følg din ejendomsmægler Nybolig Jesper Hufeldt Frederiksberg på Facebook",3. sal,2020-10-15
home_id_14,https://www.boliga.dk/bolig/1714384/lindevangs_alle_11_1_th_2000_frederiksberg,https://www.realmaeglerne.dk/bolig/116-5339-lindevangs-alle-11-1-th,"Lindevangs Alle 11, 1. TH.,",2000 Frederiksberg,Ejerlejlighed,5195000,5,152,1885,0,6572,"Ekstraordinær og gennemrenoveret lejlighed med både altan, brugsret til have og med privat parkering. I bydes velkommen i den flotte og lyse fælles entré, hvor der er god plads til garderobeskab med god plads til sko og overtøj. Der er fra entreen adgang til selve lejligheden som byder velkommen i hyggelig entre, adgang til den dejlige stue, der her har et helt ekstraordinært lysindfald fra både det høje vinduesfag, og fra den solrige altanen. Stuen byder på plads til spisebord, hvor man kan nyde et dejligt måltid med venner og familie. Der er i forbindelse med stuen et flot åbent køkken fra 2013 holdt i stilrene køkken elementer og kvalitets hvidevarer. Der er fra stuen udgang til den skønne solrige altan, og ligeledes trappe op til værelserne på 1 salen. Der er god plads til sofaarrangement, samt læsehjørne. Der er fra stuen udsigt til den hyggelige fælleshave. Flot badeværelse fra 2015, der både indeholder vaskefaciliteter, væghængt toilet, separat bruseniche, alt sammen der giver badeværelset et eksklusivt udtryk. Der er i forbindelse med badeværelset i dag et praktisk depotrum, der i dag benyttes som walk in.1 salen byder på rummelig og lys repos, med mange anvendelsesmuligheder, og lejlighedens 3 gode værelser. Der er mange muligheder for at indrette 1 salen med anden værelsesfordeling alt efter behov. Ejendommen er meget velholdt, klassisk og meget smuk fra 1885, der i 2003 er blevet totalrenoveret. Ejendommen blev oprindelig opført som borgmesterbolig efter tegninger af arkitekt, Martin Nyrop, som også stod bag Københavns Rådhus. Ejendommen har status som bevaringsværdig, og den er et flot eksempel på Nyrops elegante stil. Ejendommen byder bl.a. på nyere tag, fjernvarme, privat parkeringsplads, cykelkælder, brugsret til tagterrasse og fælles haveareal. Endvidere en velordnet ejerforening med fornuftig økonomi. Endeligt brugsret til kælderrum. Man har kort gåafstand til både Lindevangsparken, Fitness World, Metro og S-tog stationer ligesom man er omgivet af busforbindelser. Der er derfor tale om en central og bekvem beliggenhed. Indkøbsmuligheder findes lige rundt hjørnet, og her er alt hvad man har brug for. Kort fortalt bor man både fredeligt, men altså også med super nem adgang til alle klassiske hverdagsbehov. Går du i salgstanker, er du meget velkommen til at kontakte os for en aftale om en uforpligtende salgsvurdering... Læs mindre...",1. sal,2020-10-15
home_id_15,https://www.boliga.dk/bolig/1714411/fuglebo_11_2000_frederiksberg,https://home.dk/boligkatalog/frederiksberg/2000/raekkehuse/fuglebo_11_1300000513.aspx,"Fuglebo 11,",2000 Frederiksberg,Rækkehus,8900000,6,126,1942,154,6595,"FREDERIKSBERG - FUGLEBAKKEKVARTERET - 4 VÆRELSER - MULIGHED FOR KØKKEN-ALRUM

                    RÆKKEHUS BELIGGENDE I ROLIGE OMGIVELSER - PERFEKT TIL BØRNEFAMILIE

                    Fuglebo er en lille lukket vej i Frederiksbergs populære Fuglebakkekvarter, som er hjemsted for dette hyggelige nabolag af solskinsgule rækkehuse - en lille oase i storbyen. Her bliver man opfyldt af samme skønne stemning af ro og idyl; børn der cykler og leger på den stille vej, og familier der nyder tilværelsen på tre etager eller ude i deres tilhørende have.Jeres nye hjem er dette flotte rækkehus på Fuglebo 11 fra 1942, der giver jer hele 189 imponerende etagemeter at indrette jer på, hvilket inkluderer en kælder på 63 kvadratmeter med et ekstra badeværelses- og bryggersrum, viktualierum samt et par gode, brugbare disponible rum, som kan benyttes til alt lige fra opbevaringsplads til en fed hyggekrog til husets teenager. Kun fantasien sætter grænser.I stueetagen inviterer en rummelig entré med skabsplads og adgang til et fint gæstetoilet jer indenfor til de øvrige præsentable opholdsarealer, hvor størstedelen af jeres hverdag kommer til at udspille sig. Dels et ældre velholdt køkken med fronter i træ og alle de fornødne hårde hvidevarer samt to åbne stuer en suite af god størrelse; den ene med en hyggelig pejs i hjørnet, ligesom der herfra er udgang til jeres charmerende, lukkede have med en flisebelagt terrasse og en græsplæne med plads til leg. Den anden stue benyttes i dag som spisestue - her er mulighed for at lave køkken-alrum. Alternativt kan køkkenet flyttes og der kan frigives endnu et værelse, hvis man har det behov.Rækkehusets stueetage og 1. sal emmer af sjæl og fine klassiske detaljer, og så er planløsningen helt ideel til familielivet, da I øverst oppe har fire værelser med fin plads til de fornødne møbler – lige fra dobbeltsengen og skrivebordet til dukkehuset og reolerne med bamser og LEGO. På 1. salen finder I også det nydelige badeværelse i klassisk stil med hvide fliser og terrazzogulv samt et badekar.  Kvarteret er enormt fredfyldt og har stadig masser af indkøbsmuligheder i nærheden. Derudover kommer man til at bo under to minutters gang fra én af Frederiksbergs bedst ratede skoler. Som prikken over i'et er der kort afstand til offentlige transportmidler.",- sal,2020-10-15
home_id_16,https://www.boliga.dk/bolig/1713850/mathildevej_18_4_tv_2000_frederiksberg,http://www.jespernielsen.dk/redirect.php?sagsnr=JNF01274&mgl=2607&DID=135&udbudsform=salg,"Mathildevej 18, 4. tv.,",2000 Frederiksberg,Ejerlejlighed,3895000,4,83,1888,0,3735,"Ønsker du en vurdering af dit hjem? klik her. ÅBENT HUS MED TILMELDING SKAL SKE TIL THZ@JESPERNIELSEN.DKPå en stille og tilbagetrukket gade kun 1,4 km fra Frederiksberg Rådhus og med selveste Frederiksberg Have for enden af gaden, udbyder vi nu denne 4-værelses lejlighed øverst i en smuk og klassisk ejendom fra 1888. Lejligheden har en skøn udsigt udover Frederiksbergs gamle villakvarterer og et fantastisk lysindfald. Dette giver en ganske særlig atmosfære. Beliggenheden er attraktiv, bl.a. er der kun en kort gåtur til Fasanvej Metro St. og attraktioner som Zoologisk Have, samt Frederiksbergs hotspot, Sokkelund Café & Brasserie. Lindevangsskolen ligger kun cirka 1,1 km. Fra lejligheden, og der er kort afstand til diverse indkøb. Indenfor venter 83 velindrettede og rummelige kvadratmeter. Du træder ind i den klassiske fordelingsgang, hvorfra der er adgang til alle boligens rum. To lyse stuer én suite med elegante stuklofter og roset. Lejligheden byder desuden på et stort og flot soveværelse samt et dejligt værelse mod gårdmiljø, som er perfekt som kontor eller børneværelse. Køkkenet er pænt og rummeligt, og badeværelset er fra 2017. Lejlighedens veldisponerede planløsning er tillige ideel som delelejlighed. Ejendommen fremstår i flot stand med fælles gårdmiljø. Til ejendommens beboere tilhører både kælderrum, loftrum, fælles cykelkælder samt fælles skur til opbevaring af barnevogne og cykler.. Få nyhederne før alle andre ved at følge os på vores sociale medier:. Når du bestiller en fremvisning, godkender du at vi gemmer de ovenfor indtastede personoplysninger og at vi må kontakte dig telefonisk eller via e-mail i henhold til vores persondatapolitik. Se denne under ""værd at vide"".. Når du bestiller salgsmateriale, godkender du at vi gemmer de ovenfor indtastede personoplysninger og at vi må kontakte dig telefonisk eller via e-mail i henhold til vores persondatapolitik. Se denne under ""værd at vide"".. Når du afgiver et bud, godkender du at vi gemmer de ovenfor indtastede personoplysninger og at vi må kontakte dig telefonisk eller via e-mail i henhold til vores persondatapolitik. Se denne under ""værd at vide"".. Når du efterspørger en salgsvurdering, godkender du at vi gemmer de ovenfor indtastede personoplysninger og at vi må kontakte dig telefonisk eller via e-mail i henhold til vores persondatapolitik. Se denne under ""værd at vide"".",4. sal,2020-10-15
home_id_17,https://www.boliga.dk/bolig/1713939/falkoner_alle_126_st_th_2000_frederiksberg,https://www.nybolig.dk/ejerlejlighed/2000/falkoneralle/100910/303734,"Falkoner Alle 126 st th,",2000 Frederiksberg,Ejerlejlighed,4250000,3,95,1908,0,3602,"Med udsigt til den gamle Falkonergaard og til høje gamle fredede træer, bliver du budt velkommen i denne lyse og detaljerige herskabslejlighed med smukke gamle stuk og 3,20 meter til loftet.. Klassisk smuk, veldrevet københavnerejendom  fra 1908 med professionel administration. Lejligheden til dig, der ønsker at bo tæt på det hele - i gåafstand fra metro, indkøb og særdeles hyggeligt handelsmiljø på Falkoner Allé. Alt rundt om hjørnet og i gåafstand til det hippe Nørrebro. Ejendommen ligger desuden tæt på flere uddannelsesinstitutioner, herunder Landbohøjskolen og CBS. Metrostationen Nuuks Plads ligger under 100 meter fra ejendommen.. Lejligheden består af et stort åbent køkken med egetræsplanker fra Sydsjællad, Reformkøkken med massiv egetræsbordplade og gulvvarme i hele alrummet. Stort rummeligt soveværelse med indbygget skabsplads, samt to store stuer en suite med sildebensparket og fantastisk skydedør. Pænt flisebadeværelse med bruseniche og vindue.",0. sal,2020-10-15
home_id_18,https://www.boliga.dk/bolig/1713848/lykkesholms_alle_8_1_1902_frederiksberg_c,http://www.jespernielsen.dk/redirect.php?sagsnr=JNF01279&mgl=2607&DID=135&udbudsform=salg,"Lykkesholms Allé 8, 1.,",1902 Frederiksberg C,Ejerlejlighed,9600000,6,175,1890,0,5358,"Ønsker du en vurdering af dit hjem? klik her. Hvis I er på jagt efter en flot, stor lejlighed med sjæl og en fantastisk beliggenhed på Frederiksberg C, så er I kommet til det rette sted. Ejendommen på Lykkesholms Allé 8 er fra 1890 og har et historisk og stilfuldt ydre, der fortsætter indenfor. Gaden er en attraktiv stille sidegade til Gammel Kongevej, nær Søerne. Boligen ligger på første sal, med de klassiske høje vinduer, plankegulve og højt til loftet. Indretningen er indbydende og anderledes end den traditionelle herskabslejlighed. De 2 meget store stuer er centrum i lejligheden, som byder på tre værelser, 3 stuer, de 2 en suite, et brusebadeværelse og et køkken med god spiseplads samt viktualierum.Fra den ene stue er der adgang til en ualmindelig stor altan, vendende ud mod hyggelig gård og lækker atmosfære. Stuerne har smukke detaljer som dobbelte døre fra spisestuen til dagligstuen, stukloft, rosette og loftoptryk, hvilket tillægger rummene en elegant charme og et herskabeligt præg. Lejligheden trænger til diverse opdatering, mulighederne er mange. De tre dejlige værelser giver gode indretningsmuligheder og de har alle et skønt lysindfald fra dannebrogsvinduerne, som er et gennemgående element i lejligheden.De solrige dage, der ikke tilbringes på jeres altan,  nydes i den tilhørende gårdhave med en fliseterrasse og et græsareal. Dette giver jer et ekstra udendørs rum, hvor I kan  have en stille stund væk fra byens leben. I bosætter jer utroligt centralt med kort afstand til det meste. Daginstituation og Kaptajn Johnsens Skolen ligger inden for et hundrede meter, mens indkøb og offentlige transport er i gåafstand. I området finder I desuden et væld af caféer, restauranter, og butikker, ligesom Søerne, Frederiksberg Have og Indre By er inden for rækkevidde.. Få nyhederne før alle andre ved at følge os på vores sociale medier:. Når du bestiller en fremvisning, godkender du at vi gemmer de ovenfor indtastede personoplysninger og at vi må kontakte dig telefonisk eller via e-mail i henhold til vores persondatapolitik. Se denne under ""værd at vide"".. Når du bestiller salgsmateriale, godkender du at vi gemmer de ovenfor indtastede personoplysninger og at vi må kontakte dig telefonisk eller via e-mail i henhold til vores persondatapolitik. Se denne under ""værd at vide"".. Når du afgiver et bud, godkender du at vi gemmer de ovenfor indtastede personoplysninger og at vi må kontakte dig telefonisk eller via e-mail i henhold til vores persondatapolitik. Se denne under ""værd at vide"".. Når du efterspørger en salgsvurdering, godkender du at vi gemmer de ovenfor indtastede personoplysninger og at vi må kontakte dig telefonisk eller via e-mail i henhold til vores persondatapolitik. Se denne under ""værd at vide"".",1. sal,2020-10-15
home_id_19,https://www.boliga.dk/bolig/1713619/lollandsvej_25_3_tv_2000_frederiksberg,https://www.selvsalg.dk/bolig/60784/lollandsvej_25_3_tv-2000-frederiksberg?utm_medium=BVS&utm_source=boliga&utm_campaign=boliga-henvisning,"Lollandsvej 25, 3. tv.,",2000 Frederiksberg,Andelsbolig,2292949,4,99,1900,0,3622,"Skøn 4-værelses andelslejlighed i svømmehalskvarteret. Vi sælger vores skønne andelslejlighed i svømmehalskvarteret på Frederiksberg. Lejligheden består af 2 stuer ensuite, en fordelingsgang, 2 gode værelser, køkken og et fint badeværelse med bruseniche. Dejligt gårdmiljø.. Vi sælger med lang overtagelse, da overtagelsen først er d. 1/10-2021. Og selvom der er lang overtagelse, så er vi interesseret i et hurtigt salg.. Vi besvarer kun henvendelser fra købere der er forhåndsgodkendt af banken. Og holder kun fremvisninger til købere der både er forhåndsgodkendt, får godkendt vores lejlighed (vi sender relevante dokumenter omkring foreningen) og accepterer den lange overtagelse.. Om lejligheden:
Boligareal: 99 kvm
Andelspris inkl. forbedringer: 2.292.949,00 kr. 
Boligafgift 3.622,29 kr.
A conto varme 678,00 kr.
Grundpakke 174,00 kr.. Andelsforeningen er en gammel og stabil forening på 50 andele. Foreningen har en stabil økonomi og bygningerne er løbende blevet renoveret. Desuden har foreningen administrator (Newsec), så det hele drives meget professionelt. 
Der er lavet el- og vvs-tjek uden bemærkninger.. Link til anden webside eller informationer om boligen:Se boligen på Boliga.dk",3. sal,2020-10-15
home_id_20,https://www.boliga.dk/bolig/1713799/lollandsvej_36_5_2000_frederiksberg,https://www.estate.dk/ejerlejlighed/2000/lollandsvej/260381/f4502,"Lollandsvej 36 5,",2000 Frederiksberg,Ejerlejlighed,6995000,4,126,1901,0,4073,"Sjældent og unik udbudt lejlighed, midt i det eftertragtede Svømmehalskvarter - i hele 2-plan!!. Område:. Svømmehalskvarteret er ét af Frederiksbergs mest attraktive områder, nær CBS, i gåafstand til bydelens mange muligheder og blot en cykeltur fra Frederiksberg Have.. Der er gode indkøbsmuligheder og ikke langt til cafélivet. Herudover gode transportmuligheder såsom busser og den nye metro.. Lejligheden:. Det første der møder jer, er en fin entre, hvor der hér er plads til at stille både fodtøj samt hænge overtøjet. Fra entreen er der på venstre side to stuer én suite, som i dag bruges til to soveværelser. Værelserne er i god størrelse og der er af sælger selv bygget et råt stort klædeskab med god plads. Det rå look på skabet forbinder de originale plankegulve og fuldender looket. Fra entreen er der ligeledes adgang til et ligeså flot stort værelse som i en suiterne. Her er lysindfaldet også en parameter. Bevæger vi os videre fra værelserne, møder vi et skønt badeværelse, som er lavet af sælger i 2018 og fremstår i flot stand, med flotte sorte mosaikfliser og separat bruseniche. Har man gæster på besøg, er der ligeledes et gæstetoilet.. Fortsætter vi videre ind i lejligheden, er det første man tænker ''Lys, lys og atter lys!''. Eftersom du ligger på øverste etage, er lysindfaldet virkelig unikt her. Dét kombineret med det nyanlagte gulv, som sælger har fået lagt for ganske kort tid siden, fuldender det lyse look. Det kommer til sin ret i det fine køkken, hvor man er i halv åben forbindelse med både stuen og muligheden for at nyde selskab af familie og venner i mens man udfolder sig gastronomisk. Fra køkkenet, bliver du ført videre til den rummelige stue, hvor der hér er adgang til tidligere tørloft. Her er der på den ene side etableret et lille kontor, hvor der på den anden side er et stort disponibelt rum. Som om det ikke skulle være nok med kvadratmeter, medfølger et stort kælderrum til lejligheden, hvor der er masser af plads til at opbevare sine ting.. Ejendommen:. En flot og velholdt blå murstensejendom , som så dagens lys tilbage i år 1901. Ejendommen har endvidere et rigtig hyggeligt gårdmiljø, hvor der er mulighed for, at nyde det gode vejr, med familie, venner og naboer.. Kunne denne bolig være dit nye hjem eller har du en bolig du overvejer at sælge? Kontakt os her på siden hvis du ønsker en fremvisning af denne bolig eller hvis du går i salgstanker og ønsker en gratis og uforpligtende salgsvurdering af din bolig.. Se flere boliger fra ejendomsmægler på Vesterbro Estate Frederiksberg & Estate Vesterbro. Følg din ejendomsmægler Estate Frederiksberg & Estate Vesterbro på Facebook",5. sal,2020-10-15
